"Purchase","ShareLink","Deal01","Deal02","Deal03","Deal04","PQ1","PQ2","PQ3","PV1","PV2","PV3","PC1","PC2","PC3","PC4","FNE1","FNE2","FNE3","FNE4","Spont01","Spont02","Spont03","Spont04","Spont05","Risk01","Risk02","Risk03","Risk04","Risk05","Ratio01","Ratio02","Ratio03","Ratio04","Intuit01","Intuit02","Intuit03","Intuit04","Intuit05","Depend01","Depend02","Depend03","Depend04","Depend05","dGender","YrBirth","IBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSport","dFraternity","dAssoc","dAbroad"
81,13,1,2,4,3,5,3,3,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,100,2,1,4,2,4,6,5,2,3,1,3,2,3,1,2,6,4,5,4,3,3,2,4,1,5,4,5,2,1,2,2,2,3,3,2,3,3,5,5,5,5,5,1,1996,2,85,0,7,9,10,4,1,2,2,2,1,1
10,1,1,2,2,2,2,2,2,6,6,7,2,2,5,5,5,2,6,3,3,2,3,4,3,5,4,3,3,4,6,3,4,3,3,2,4,5,3,4,4,2,2,2,1,1998,1,40,10,4,12,0,2,4,2,2,1,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,15,1,2,3,1,3,3,4,2,2,3,3,3,3,3,2,6,4,5,5,4,4,5,2,4,6,5,6,2,2,3,3,2,3,4,3,5,3,4,2,2,3,3,1,1996,2,80,2,0,6,30,2,1,2,1,2,2,1
20,0,1,1,3,3,2,4,2,2,4,4,1,1,1,1,6,2,6,2,4,4,5,3,2,2,5,6,5,2,2,2,2,2,2,2,2,6,2,4,4,2,4,6,2,1998,1,50,6,0,6,30,3,1,2,1,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,71,1,1,4,3,6,5,5,3,5,3,3,3,2,2,3,3,5,3,5,3,5,5,2,3,5,3,3,5,3,3,3,2,2,2,2,3,2,3,3,3,3,3,1,1997,1,72,0,0,6,5,3,1,2,1,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,86,1,2,1,2,3,3,3,3,7,7,1,1,5,5,4,5,5,3,3,3,3,2,3,5,3,3,4,5,2,3,3,3,3,3,3,2,3,6,4,4,3,4,1,1997,2,85,0,0,0,50,1,1,2,2,2,2,1
14,2,2,1,2,1,6,4,4,7,7,7,1,2,1,1,1,7,1,7,6,6,2,7,2,5,3,2,2,6,2,3,3,2,2,3,3,5,2,5,5,7,3,7,1,1998,1,69,0,0,4,5,2,2,2,2,2,1,2
62,64,2,2,1,2,4,5,4,2,2,4,5,4,5,4,6,2,6,2,6,6,5,6,3,1,4,4,5,5,2,4,2,2,5,4,2,2,3,4,3,3,3,3,1,1997,1,63,15,2,15,8,3,1,2,1,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,13,2,2,3,3,3,3,4,2,2,2,2,2,3,2,3,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,19,1,2,3,1,2,2,4,2,5,1,3,5,5,5,2,6,3,5,4,5,5,3,3,5,7,3,5,2,3,3,3,2,5,3,3,4,3,2,3,3,3,3,2,1998,2,83,0,0,15,10,2,1,2,1,1,1,1
77,47,1,2,2,1,1,4,5,2,3,4,1,3,6,4,3,5,6,4,5,4,4,7,5,4,3,1,4,5,3,2,3,1,4,4,3,4,4,3,2,2,3,5,1,1997,1,81,0,0,12,15,3,3,2,2,2,2,2
20,35,1,1,1,3,6,6,5,6,5,6,2,3,3,3,2,6,2,5,5,5,5,5,5,5,5,2,3,4,5,4,3,3,3,4,3,3,3,3,5,3,3,5,1,1991,2,45,0,0,12,3,1,3,2,2,2,2,1
25,1,2,2,3,2,5,5,5,5,6,6,4,3,3,2,3,5,6,2,6,5,3,5,5,5,6,6,7,3,3,2,3,2,4,4,3,3,5,6,5,6,4,6,2,1993,2,80,0,0,12,40,2,3,1,1,2,2,1
82,11,1,2,3,3,3,2,2,3,4,3,4,3,3,2,6,2,6,2,4,5,4,5,5,3,7,2,5,2,3,3,2,2,3,4,2,3,3,3,3,4,4,4,1,1998,2,80,4,0,12,30,1,1,2,2,2,1,1
66,1,2,2,1,1,3,3,3,4,3,5,3,3,2,2,3,4,4,5,3,3,2,3,2,5,6,3,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,3,2,1996,1,91,15,5,10,10,1,1,2,1,1,2,2
20,10,2,2,4,2,6,5,5,4,3,5,3,5,3,3,2,6,3,6,3,4,3,3,2,2,3,2,3,6,5,4,5,6,3,3,3,4,3,2,3,4,2,2,1,1995,1,65,20,0,6,16,3,2,2,1,2,2,2
71,79,2,1,4,2,2,2,2,1,2,2,5,2,2,3,2,6,6,5,6,3,5,5,3,2,3,2,3,2,1,2,2,2,5,3,2,2,2,3,1,2,2,2,1,1997,1,66,10,0,10,32,3,3,2,1,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2,2,2,2,1,3,5,5,3,3,3,2,6,4,3,2,6,2,6,6,6,6,6,3,3,5,2,2,5,2,2,2,2,4,2,2,4,3,6,6,3,3,6,2,1996,1,71,16,0,8,5,4,3,2,1,2,2,1
80,0,1,1,2,3,3,4,5,3,2,2,4,4,6,6,6,2,6,2,4,4,4,5,5,5,6,5,5,4,5,4,4,4,4,3,2,4,4,5,5,5,5,6,2,1998,1,70,0,0,10,2,1,3,2,1,2,2,2
91,30,1,2,1,2,2,2,2,2,2,3,4,3,3,3,3,4,5,3,3,4,3,5,2,3,6,3,5,4,3,2,2,2,2,2,2,2,2,2,6,2,2,3,2,1998,1,81,8,0,6,10,1,1,2,1,1,2,1
80,18,1,2,4,1,3,3,4,3,1,1,6,6,5,5,3,5,3,4,2,2,3,2,3,4,5,4,6,2,4,3,5,3,4,2,4,4,2,6,4,4,4,5,2,1998,1,50,7,0,12,8,5,1,2,1,1,1,2
90,20,1,1,4,1,6,6,6,2,3,3,2,2,2,2,3,5,6,4,5,6,6,5,2,4,4,6,5,3,2,3,2,2,3,3,3,5,4,4,5,4,2,3,1,1997,1,65,6,0,12,15,3,1,2,2,1,2,2
61,9,1,1,3,3,2,5,4,2,1,2,6,4,6,3,2,6,3,6,4,5,5,5,4,4,5,3,4,4,4,3,3,3,3,4,3,4,3,3,2,2,3,3,2,1998,1,60,7,3,6,20,1,2,2,1,1,2,2
39,0,1,2,2,2,3,3,3,6,6,6,4,3,6,2,6,2,6,2,2,5,4,3,2,2,6,3,3,4,4,2,2,2,4,3,3,2,3,4,4,3,4,4,1,1998,2,60,0,0,8,10,2,2,2,2,2,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,3,2,1,1,3,3,3,3,5,5,5,5,5,5,3,3,6,6,3,3,5,3,5,3,6,6,2,4,3,4,2,3,2,3,2,3,4,3,3,2,3,2,4,2,1998,2,75,12,2,14,10,1,3,2,2,2,1,2
70,19,2,1,3,2,2,4,3,3,2,1,5,5,5,5,6,3,6,2,3,5,4,3,3,3,6,2,6,3,2,4,2,2,5,3,2,2,3,6,2,5,3,4,1,1997,1,75,8,2,8,5,3,2,2,1,1,2,2
33,22,1,1,2,1,2,4,4,3,5,5,3,2,2,3,5,3,6,4,5,3,5,5,2,3,6,3,6,2,3,3,3,2,3,3,3,3,2,3,2,1,3,2,2,1998,1,76,9,0,10,4,1,1,2,1,1,2,2
67,4,2,2,3,3,2,5,4,4,6,3,2,2,2,2,6,3,3,4,5,5,3,5,4,3,5,2,2,4,1,2,2,2,2,3,2,4,3,5,3,3,3,5,1,1998,1,9,15,0,5,10,3,1,2,1,2,2,2
87,46,1,2,3,1,2,2,2,3,3,3,5,5,6,3,3,5,3,5,4,3,3,6,3,5,2,5,3,7,6,4,3,5,5,2,3,5,4,4,5,4,4,3,2,1995,2,93,0,8,3,12,1,2,2,1,2,2,1
100,100,2,2,4,2,3,5,4,5,2,5,3,2,1,1,1,7,2,6,5,5,5,3,3,1,6,6,5,2,2,3,2,2,2,3,2,3,2,5,2,3,2,5,2,1997,2,91,4,18,16,14,2,2,2,2,2,1,1
31,2,2,1,4,3,3,5,5,3,4,3,5,4,5,3,3,3,5,5,2,3,2,2,3,5,6,3,6,2,5,5,5,3,2,3,2,2,3,3,5,3,5,5,2,1996,2,42,0,5,12,80,2,1,2,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,2,2,2,2,6,5,5,3,3,3,1,1,1,1,2,6,5,5,3,3,3,3,3,3,6,5,6,7,2,4,3,4,3,3,2,3,3,6,6,3,3,4,1,1996,1,75,16,0,6,8,1,1,2,1,1,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,10,2,2,1,2,4,3,4,4,3,4,2,3,3,3,4,3,6,3,4,4,3,5,3,3,6,2,3,4,2,3,2,3,3,3,3,4,5,5,4,2,3,2,1,1991,2,70,8,0,7.5,14,2,1,1,2,2,2,1
67,100,1,2,1,3,2,2,4,5,5,6,7,5,7,5,2,6,5,5,6,3,5,3,3,3,7,2,3,5,4,3,2,2,3,3,3,5,5,3,3,2,3,3,2,1997,2,65,25,0,8,2,3,3,2,1,2,2,2
20,1,2,1,2,3,2,2,4,2,2,6,3,4,5,2,4,3,4,4,4,4,3,3,NA,4,6,2,3,3,NA,NA,3,3,3,3,2,NA,2,5,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,20,1,1,1,1,3,3,4,2,5,5,3,5,5,3,2,6,2,6,3,4,2,4,2,4,6,2,3,3,3,3,3,3,5,5,3,5,3,1,1,1,1,5,2,1997,2,80,2,4,15,20,1,1,2,2,2,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,50,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,59,1,1,3,1,2,2,6,1,1,3,3,2,1,1,1,7,2,6,6,6,6,3,3,2,5,5,6,2,2,2,2,2,3,3,3,6,3,3,1,2,1,3,1,1994,1,72,2,2,8,16,1,1,2,2,1,2,2
75,10,1,2,2,2,2,3,2,2,2,3,7,4,6,5,3,6,5,5,3,5,3,5,4,3,7,3,5,3,2,2,2,3,5,3,2,6,2,6,5,6,5,5,1,1998,1,50,12,2,7,9,3,4,2,1,1,2,2
82,4,1,1,4,3,2,2,3,1,1,3,5,7,6,2,1,6,2,6,6,6,5,6,4,2,7,3,5,2,3,5,3,2,5,5,1,6,3,2,2,1,2,3,2,1998,2,78,0,20,20,20,1,1,2,2,2,1,1
25,1,2,1,3,3,6,6,6,3,1,1,4,5,3,2,1,7,2,6,6,6,6,6,3,2,6,5,5,2,1,2,2,2,3,2,2,2,2,3,3,2,2,2,1,1997,1,67,0,8,7,2,3,3,2,1,2,2,1
69,1,2,2,1,2,3,2,3,3,6,6,4,3,6,6,5,3,6,2,5,5,3,5,2,3,6,3,5,1,2,2,2,2,2,3,2,3,3,5,2,3,3,6,1,1997,1,70,20,0,30,15,3,1,2,1,2,2,2
50,0,2,1,1,1,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,2,3,2,3,3,5,4,5,3,2,5,4,2,3,3,3,3,3,3,3,3,3,3,2,1997,1,80,0,3,18,10,1,1,2,2,1,2,2
53,72,1,2,2,2,2,2,2,3,5,4,2,1,2,2,5,3,3,2,5,5,5,3,3,1,6,4,4,2,2,2,2,2,4,3,2,4,3,3,3,3,4,5,1,1997,2,51,3,0,6,20,1,2,2,2,2,2,1
27,12,1,1,1,1,2,2,2,6,6,6,6,6,6,3,6,2,6,2,5,3,4,3,3,2,5,5,4,2,1,2,2,2,3,3,2,6,2,4,3,2,2,3,1,1999,2,50,9,0,6,12,2,1,2,1,2,1,1
5,1,1,2,4,3,6,7,6,6,2,4,1,1,1,1,2,6,3,5,3,4,2,5,3,2,5,4,2,5,1,2,1,3,5,3,2,6,2,5,1,4,6,2,1,1998,2,10,0,0,10,40,1,1,2,2,2,2,1
12,2,2,1,4,1,5,5,5,5,2,2,4,3,3,3,3,5,4,5,5,4,4,5,4,4,6,4,6,2,3,3,4,3,3,3,3,4,3,4,4,3,3,4,2,1998,2,74,0,7,12,12,5,3,2,1,2,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0,2,2,1,2,3,2,2,6,6,6,3,4,3,5,4,2,6,2,3,2,3,2,3,6,7,2,5,2,5,5,4,6,3,3,2,3,2,4,5,2,2,6,1,1997,2,70,4,4,8,6,1,1,2,1,2,1,1
30,0,1,2,2,1,3,4,5,3,2,2,3,3,2,2,2,5,2,5,6,6,5,5,4,2,5,1,1,3,2,1,1,1,3,5,1,1,3,5,6,1,1,3,1,1998,2,92,0,0,12,20,2,1,2,1,2,1,2
1,1,2,2,3,3,6,6,6,6,6,2,2,1,1,1,1,7,2,6,6,6,2,7,2,3,3,2,2,5,2,2,2,2,3,3,1,6,2,4,2,2,2,3,1,1996,2,75,0,2,10,20,1,4,2,1,2,2,2
29,NA,1,2,1,NA,3,5,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,40,2,1,2,2,5,5,5,2,2,2,2,3,2,2,6,2,6,2,5,3,5,3,2,3,7,5,5,3,2,3,2,2,2,2,2,5,3,3,3,4,3,5,1,1997,2,89,2,10,13,34,5,2,2,2,2,1,1
85,0,1,1,2,1,4,3,3,1,1,3,2,3,2,3,5,2,5,2,3,3,3,3,3,3,5,3,5,3,2,3,2,2,3,3,2,3,3,5,3,3,3,3,1,1998,2,80,0,20,7,10,4,2,2,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,2,1,4,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,7,2,1,3,3,5,6,2,5,6,4,2,2,2,2,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1,1,1,4,2,4,5,4,2,2,2,3,2,2,2,3,4,6,5,5,6,5,5,3,2,3,2,3,5,2,2,2,2,3,3,2,4,3,2,2,2,3,2,2,1998,2,59,11,0,7.5,13,5,2,2,1,1,2,1
91,7,1,2,4,3,3,5,5,2,1,1,1,1,1,2,7,1,7,1,6,5,3,7,3,4,2,3,4,2,3,2,3,2,2,2,2,3,2,6,5,5,4,6,1,1998,2,73,20,5,7,5,1,3,2,1,2,1,1
30,0,2,1,2,3,2,3,3,4,3,4,2,5,4,2,3,5,4,6,3,2,3,2,4,6,5,2,4,3,4,3,4,4,2,2,2,6,3,3,2,2,2,2,1,1995,1,75,12,0,6,2,3,2,2,2,2,2,2
