"Purchase","ShareLink","Deal01","Deal02","Deal03","Deal04","PQ1","PQ2","PQ3","PV1","PV2","PV3","PC1","PC2","PC3","PC4","FNE1","FNE2","FNE3","FNE4","Spont01","Spont02","Spont03","Spont04","Spont05","Risk01","Risk02","Risk03","Risk04","Risk05","Ratio01","Ratio02","Ratio03","Ratio04","Intuit01","Intuit02","Intuit03","Intuit04","Intuit05","Depend01","Depend02","Depend03","Depend04","Depend05","dGender","YrBirth","IBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSport","dFraternity","dAssoc","dAbroad"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,10,1,2,3,1,3,2,2,1,2,2,3,3,3,4,2,2,4,4,4,4,4,4,3,3,4,2,5,2,2,2,2,3,2,3,2,3,2,3,4,2,3,3,1,1996,1,70,0,14,10,30,1,1,2,1,2,1,1
46,3,1,1,4,3,2,2,2,2,5,3,2,1,2,1,2,6,2,2,5,5,5,5,2,3,6,4,3,3,3,3,4,3,3,3,3,1,3,2,2,2,2,2,2,1996,1,97,0,0,8,4,3,1,2,1,2,2,2
15,1,2,1,4,3,2,3,2,2,2,2,5,5,4,4,3,5,6,5,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,5,2,1,1,1,5,5,5,4,3,4,1,5,2,3,2,5,5,5,3,5,5,5,2,5,6,6,5,5,2,2,2,3,3,3,3,3,3,5,5,2,3,3,1,1997,2,60,0,0,15,15,2,1,2,1,2,2,1
40,1,2,2,2,2,5,6,5,4,5,3,2,2,3,2,3,5,5,5,4,5,5,4,4,4,7,4,6,3,2,2,5,2,4,4,2,4,6,3,3,3,3,5,2,1996,1,76,4,2,8,3,2,2,2,1,2,1,2
8,NA,2,2,2,NA,6,5,6,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,2,1,2,2,7,4,4,4,4,4,3,3,3,3,1,7,1,7,4,4,3,4,3,3,4,4,4,4,4,2,4,4,4,4,3,4,3,7,4,4,4,6,1,1997,1,54,0,0,0,0,3,1,2,2,2,2,2
70,5,2,2,4,3,2,3,3,4,3,5,3,5,5,3,2,6,3,5,5,6,6,5,3,3,5,2,3,5,2,1,2,2,5,5,2,5,5,3,6,3,2,5,1,1997,2,75,12,2,12,28,2,1,2,1,2,1,2
24,4,2,1,3,3,3,3,3,4,2,3,2,2,3,2,2,5,3,5,5,5,3,4,4,3,7,4,2,2,3,3,2,2,3,3,2,3,2,6,3,2,3,6,2,1997,1,82,16,0,10,17,3,4,2,1,2,2,1
26,8,1,2,2,1,5,5,4,5,2,2,5,2,3,3,5,6,4,5,3,2,2,4,2,3,6,4,1,3,1,3,3,2,3,3,2,5,2,5,3,1,2,3,1,1997,2,80,10,1,10,16,2,2,2,1,2,2,1
27,4,1,1,1,1,3,4,3,3,3,5,2,2,2,2,1,7,2,6,2,2,2,2,2,3,6,3,6,2,3,3,3,2,2,2,3,4,3,6,6,2,5,4,1,1996,1,66,36,0,0,5,2,1,2,2,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,9,1,1,2,2,3,2,2,5,5,2,3,3,3,3,2,6,2,6,5,3,5,6,3,3,6,3,2,3,3,3,3,5,3,4,3,3,3,5,5,3,3,2,2,1996,2,71,18,0,10,12,1,1,2,2,2,2,1
35,4,1,2,1,2,3,4,2,3,4,5,6,6,5,5,2,6,3,6,5,6,3,6,4,5,3,2,3,6,3,2,2,3,5,3,3,6,3,5,3,3,4,5,1,1997,2,90,0,0,12,40,2,1,2,2,2,2,1
80,31,1,1,3,3,2,3,2,2,2,1,3,5,5,3,6,4,6,2,6,5,3,6,3,2,6,5,6,3,2,2,2,2,3,3,2,5,3,3,2,1,2,5,2,1998,2,67,9,0,14,18,1,1,2,1,2,2,2
22,23,2,2,3,1,7,6,6,3,4,6,4,3,4,3,2,5,4,5,2,2,2,2,2,3,5,2,4,3,4,3,4,3,2,2,1,2,1,6,2,2,2,6,2,1999,2,68,10,0,14,24,5,2,2,1,2,2,1
80,20,1,2,4,3,2,5,4,2,2,2,6,6,7,7,2,6,2,6,5,5,2,3,3,3,6,5,5,3,3,2,2,3,2,2,2,2,2,6,6,3,3,5,1,1998,1,65,10,2,10,4,3,4,2,1,2,1,2
54,44,1,1,3,1,2,3,3,2,2,3,3,6,5,3,2,6,5,5,5,3,5,2,3,5,6,3,5,5,6,3,3,5,3,5,2,3,5,3,2,2,2,3,2,1998,2,81,13,0,10,2,3,2,2,2,2,2,2
71,82,2,1,3,2,2,3,4,3,5,4,2,2,2,2,3,4,6,5,4,4,4,4,2,4,3,2,2,4,2,2,3,4,4,3,3,2,2,3,3,2,3,2,1,1998,2,69,0,0,16,5,1,1,2,1,2,2,1
72,4,1,2,3,2,5,3,4,2,1,3,2,5,5,3,2,6,2,6,5,3,2,5,3,5,7,2,5,3,2,2,2,3,4,5,2,3,2,5,4,3,2,6,1,1997,1,78,12,0,18,16,2,2,2,2,2,1,2
46,61,2,1,1,3,2,5,4,4,3,4,2,2,2,2,3,6,6,4,3,3,3,3,2,5,2,1,2,6,4,5,6,4,3,2,2,2,2,4,4,2,5,3,1,1998,2,60,0,0,10,20,2,1,2,2,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,2,1,4,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,2,2,3,1,2,6,2,3,3,3,2,3,2,2,3,6,3,5,6,6,5,6,2,3,6,3,3,3,2,2,3,2,6,6,2,3,5,4,5,3,3,5,1,1995,2,80,0,0,10,20,2,1,2,2,2,2,1
1,1,2,2,2,2,4,5,4,3,4,1,1,1,1,4,7,1,7,1,5,5,3,5,2,3,6,3,6,2,2,3,3,1,2,5,2,5,2,6,2,4,3,6,1,1992,2,83,20,0,10,40,2,1,1,1,2,1,1
9,4,2,1,2,1,3,4,4,3,4,3,5,3,3,3,1,7,3,5,4,5,7,4,4,2,4,2,3,6,1,2,2,2,4,3,3,4,4,2,3,3,3,5,2,1997,1,75,13,2,15,17.5,3,3,2,2,2,2,1
25,7,2,2,4,3,2,2,3,2,2,1,1,2,2,3,7,2,6,1,3,3,5,3,3,4,5,4,3,5,2,5,5,2,3,2,2,3,4,7,7,6,7,5,1,1999,2,79,8,0,5,20,3,1,2,2,2,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,4,1,1,4,1,2,5,2,2,1,1,5,3,5,3,2,6,7,3,5,6,5,5,2,2,6,2,6,2,3,3,2,2,3,3,2,3,3,1,1,1,1,1,2,1998,2,85,2,0,10,40,2,1,2,2,2,2,1
40,NA,1,2,1,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0,1,1,2,2,3,4,4,3,6,3,2,3,2,3,2,6,6,6,6,6,6,6,5,3,5,2,2,5,3,3,5,2,5,5,4,5,5,3,3,2,2,2,2,1996,1,85,10,0,12,6,3,1,2,2,2,2,2
6,2,1,2,1,1,6,7,6,6,4,2,3,5,3,2,2,7,2,5,2,1,6,1,6,1,5,1,3,3,2,3,1,1,3,2,5,2,2,2,3,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,2,1,4,3,2,2,3,3,4,5,1,2,2,3,7,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,1,1,1,3,3,3,4,6,6,6,6,3,3,3,1,1,1,6,5,NA,5,NA,NA,2,5,NA,2,7,1,1,1,3,3,3,3,2,2,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,5,2,2,1,2,3,5,4,3,1,3,6,6,5,5,1,6,4,5,5,3,4,3,4,3,6,2,6,5,2,2,1,2,2,2,2,5,2,4,3,3,4,6,2,1997,2,88,0,0,8,25,1,1,2,2,2,2,1
60,25,1,1,1,1,2,4,3,5,6,6,2,3,2,2,7,2,7,3,5,6,3,6,2,3,6,2,3,4,2,3,3,2,3,3,2,5,2,6,2,2,2,5,2,1998,2,85,10,0,12,14,2,2,2,2,2,2,2
81,0,1,2,3,2,3,2,3,2,3,3,2,2,2,1,2,6,3,5,3,2,3,3,3,3,5,3,3,2,2,3,2,2,3,5,2,5,2,4,2,2,2,5,2,1997,2,88,0,0,15,20,5,2,2,2,2,1,1
7,4,2,1,1,1,5,5,5,4,1,1,5,3,3,2,4,4,4,5,6,4,6,6,5,2,7,5,3,4,2,3,1,3,3,4,2,6,3,1,1,1,1,1,2,1996,2,91,0,0,20,30,2,1,2,2,2,2,1
30,7,1,1,4,3,6,3,6,1,1,1,3,3,2,3,1,7,2,5,5,6,3,3,3,3,6,2,2,5,3,2,2,2,3,5,2,5,2,3,2,2,3,2,1,1998,2,80,8,20,12,16,2,3,2,1,2,1,1
19,0,2,2,1,2,3,5,4,5,4,5,3,1,3,3,2,6,3,6,3,3,3,3,3,4,5,3,4,4,2,5,5,3,3,3,3,3,3,3,2,2,3,3,1,1998,2,60,0,0,15,40,1,3,2,2,2,1,1
75,19,1,2,2,1,2,3,3,4,4,3,2,2,2,2,3,5,6,4,6,7,5,6,6,1,5,2,2,5,2,2,1,2,3,2,2,5,2,3,4,3,5,5,2,1999,2,78,0,0,6,30,1,1,2,2,2,2,2
70,1,1,1,2,3,1,2,1,2,4,3,3,3,3,3,2,6,2,6,6,5,5,5,3,2,6,3,6,3,2,1,1,1,5,5,3,5,3,2,1,1,2,1,1,1997,2,66,22,0,10,5,2,1,2,2,2,2,2
80,23,2,2,4,2,4,3,6,2,3,4,2,2,3,2,6,3,4,3,5,2,5,5,3,4,6,3,2,3,3,2,2,2,3,3,2,4,3,5,3,4,3,5,1,1997,2,75,0,3,13,10,2,1,2,1,2,2,1
9,2,2,1,3,1,7,6,7,2,3,3,4,4,4,4,2,7,4,7,4,3,6,3,4,3,4,5,1,6,4,3,2,4,3,3,4,3,3,4,4,1,3,2,1,1998,2,75,10,10,12,19,1,1,2,1,2,1,1
17,7,2,2,3,3,4,3,4,4,2,3,3,2,3,2,2,6,6,4,5,5,4,5,4,3,6,3,4,6,2,4,3,5,4,3,3,4,4,3,3,2,2,3,2,1998,1,76,9,0,10,8,3,4,2,1,2,2,2
33,2,2,2,2,2,3,3,4,4,5,5,6,5,5,4,5,4,5,4,4,6,3,6,5,3,5,2,5,4,2,2,3,2,3,3,4,6,4,4,3,2,2,2,2,1998,1,64,3,0,12,20,5,3,2,2,2,2,2
55,19,1,2,1,1,2,2,4,3,6,4,3,3,3,2,4,4,6,2,5,3,3,2,2,3,6,2,3,3,2,2,1,2,3,3,3,3,3,3,4,2,2,3,1,1999,2,71,0,0,7,25,2,1,2,1,2,2,1
74,38,1,2,4,3,2,3,4,2,3,4,5,3,4,3,2,6,5,5,4,4,5,4,5,4,5,5,6,3,2,2,2,2,5,4,3,5,4,3,3,3,3,3,1,1997,2,80,0,0,8,30,1,1,2,1,2,2,1
57,19,2,1,2,3,2,3,4,1,1,1,5,6,6,6,3,5,3,5,6,3,6,6,2,3,6,2,3,5,1,2,2,2,3,3,2,5,3,2,1,1,2,2,2,1997,2,90,8,0,12,30,2,1,2,2,2,2,1
56,5,2,1,4,2,6,2,2,1,2,3,2,2,3,2,3,3,5,5,5,5,3,5,5,3,6,3,5,2,3,3,2,2,3,3,2,5,3,6,5,3,5,6,1,1997,1,55,10,2,5,10,1,1,2,2,1,2,1
56,18,1,1,3,1,5,4,4,3,2,2,5,4,5,4,4,5,5,3,5,6,7,6,3,2,6,2,5,6,2,3,2,3,6,5,2,4,5,2,1,3,3,3,1,1998,1,92,15,0,18,16,3,3,2,1,2,2,2
15,0,2,2,1,3,3,3,3,5,6,6,3,3,3,3,3,6,4,4,6,4,5,2,2,3,7,3,3,5,2,2,4,3,3,3,2,4,2,3,3,4,2,4,2,1998,2,62,0,0,10,15,2,1,2,2,2,2,1
30,5,2,2,2,2,2,3,3,3,5,5,3,2,2,2,2,6,4,5,3,3,5,3,3,2,5,2,3,5,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,1998,2,71,6,3,8,6,1,3,2,1,2,2,2
100,71,2,1,4,1,6,2,2,1,1,1,3,3,3,3,5,2,6,3,3,3,3,3,2,3,6,3,4,3,2,2,3,2,3,3,2,4,3,4,4,2,3,3,1,1998,2,50,0,15,15,16,2,1,2,1,2,1,2
100,0,1,2,4,3,6,4,4,2,2,3,2,5,4,3,2,6,6,6,6,4,5,6,3,5,6,2,6,2,3,1,2,2,6,4,2,4,2,6,5,2,2,4,1,1997,2,90,5,0,6,25,1,1,2,2,2,1,1
45,5,1,2,3,1,6,2,2,3,2,3,2,2,2,2,6,2,6,4,4,6,4,4,3,3,5,4,3,4,2,2,3,3,4,4,2,4,3,4,3,3,4,4,1,3112,2,75,0,0,4,3,2,3,2,2,2,2,1
42,72,1,1,3,2,2,2,2,3,5,3,5,2,2,3,3,6,6,3,5,5,6,5,2,3,6,2,3,5,3,2,2,4,6,6,2,6,3,5,2,2,3,2,1,1996,2,84,0,0,28,36,2,1,2,2,2,1,1
10,0,2,1,2,3,4,4,4,3,3,5,2,2,2,2,1,7,1,7,6,6,5,6,3,1,6,2,5,3,2,1,1,1,7,5,3,3,3,5,3,3,3,6,1,1995,2,100,0,0,20,20,2,1,2,2,2,1,1
56,20,1,1,4,1,5,5,5,3,2,1,2,3,3,3,6,4,6,2,3,5,3,3,5,4,5,3,4,2,4,3,3,3,3,2,3,5,3,3,4,3,3,3,1,1998,2,60,0,0,9,9,2,1,2,1,1,2,1
76,30,1,2,2,1,3,2,2,6,6,6,5,6,2,2,3,6,3,6,6,6,7,6,3,2,6,3,3,3,3,5,2,2,5,5,3,5,5,2,1,1,2,2,2,1998,2,78,14,0,8,10,1,2,2,2,2,2,2
30,21,2,1,3,2,3,5,4,2,3,3,1,1,2,2,1,6,4,5,7,7,7,6,4,1,3,5,4,3,2,3,1,3,3,4,3,5,3,1,5,1,1,3,2,1997,2,81,0,0,12,60,1,1,2,2,2,2,2
54,9,2,1,1,3,2,4,6,6,6,7,3,3,2,2,1,7,2,6,6,6,3,6,3,3,5,4,3,4,2,5,3,3,3,4,2,3,3,4,2,1,1,5,1,1997,1,76,10,7,8,10,3,3,2,2,2,2,2
85,18,1,2,1,2,1,3,3,1,1,2,1,1,1,1,1,7,3,6,6,4,3,3,1,1,7,2,7,1,1,1,1,1,4,5,3,4,4,3,1,1,1,2,1,1996,2,62,0,0,6,30,2,1,2,2,1,1,2
60,50,2,2,4,1,3,2,3,2,1,1,4,2,3,3,4,4,4,3,4,3,3,3,2,2,6,3,3,3,2,2,3,2,3,3,2,2,2,3,3,1,2,2,2,1998,2,90,0,0,10,30,1,1,2,2,2,2,2
20,1,1,1,1,3,4,3,4,6,7,7,6,7,7,6,7,2,7,1,4,4,4,4,2,4,6,5,6,4,5,2,4,4,2,3,3,3,4,3,2,2,2,3,1,1998,2,80,0,0,7,7,4,1,2,1,2,2,1
75,1,2,2,3,1,6,5,6,3,1,3,2,4,5,3,2,6,4,5,3,3,3,4,3,6,6,3,5,3,4,4,3,5,2,2,1,2,2,3,2,1,2,2,2,1998,2,73,10,0,15,15,5,1,2,2,2,2,2
60,25,2,2,1,3,2,2,3,3,3,5,3,2,3,2,3,5,3,5,5,3,5,3,3,3,6,3,5,2,3,3,3,2,4,3,3,4,3,3,3,2,3,3,1,1998,1,85,14,0,12,18,3,2,2,1,2,1,2
92,19,1,2,4,2,6,6,6,2,2,3,2,2,2,2,2,6,3,5,5,3,3,3,5,2,6,2,5,3,5,4,5,3,3,3,2,4,3,3,2,2,4,5,2,1998,2,81,0,2,9,35,1,1,2,1,2,2,1
60,0,1,2,1,2,2,5,4,5,3,6,3,4,3,2,4,6,6,6,5,5,5,3,3,2,6,2,5,2,3,3,2,1,3,3,3,5,3,2,2,2,1,2,1,1995,2,75,8,0,12,10,3,3,1,2,2,1,1
81,30,1,1,4,3,5,5,3,3,2,3,2,2,1,1,6,2,6,2,6,5,3,5,2,3,2,3,4,2,1,3,3,2,3,3,2,4,3,3,1,2,1,2,2,1997,2,81,16,5,8,20,2,1,2,1,2,1,1
18,61,2,1,2,1,3,3,4,2,2,3,3,2,3,2,3,5,3,5,5,5,5,5,5,2,6,3,5,3,2,2,2,1,3,3,3,4,3,3,2,2,2,2,2,1998,2,71,0,0,12,20,2,1,2,2,2,1,1
5,0,1,2,2,1,2,6,4,6,6,6,3,2,4,2,2,6,5,4,6,7,6,6,6,2,7,3,6,2,2,4,2,2,3,3,3,2,4,2,1,2,2,2,2,1997,2,70,0,2,8,10,1,1,2,2,1,1,1
64,40,2,2,2,3,3,3,2,2,2,2,6,3,1,1,3,4,6,3,4,3,4,3,3,3,7,6,6,7,1,3,2,4,3,3,1,1,3,3,5,2,2,3,1,1997,2,86,18,0,16,110,2,1,2,2,2,2,2
0,0,2,1,3,2,4,3,4,2,3,4,3,3,3,3,2,6,3,5,3,3,2,3,4,3,5,2,3,3,3,3,2,3,3,3,2,5,2,3,3,3,3,3,2,1999,2,65,5,0,3,8,1,1,2,2,2,2,1
24,0,1,1,1,2,5,6,5,4,4,4,3,3,2,2,3,5,4,5,5,5,5,5,3,3,3,2,2,5,3,5,2,2,3,4,3,3,3,2,3,2,2,2,2,1998,2,65,0,6,12,30,1,1,2,1,2,2,1
80,0,1,1,3,1,2,2,2,2,4,3,3,4,4,3,1,7,5,6,3,3,2,2,2,2,7,3,3,5,3,3,2,2,3,3,2,4,2,3,3,1,3,6,2,1997,2,92,8,28,16,34,1,1,2,2,2,1,1
20,1,1,2,3,2,4,5,5,2,2,3,3,3,3,3,1,5,3,5,4,5,5,4,3,1,4,3,1,5,1,3,3,1,4,3,2,5,5,3,3,3,1,3,1,1998,2,80,0,4,6,20,2,1,2,2,2,1,2
15,12,2,2,3,3,2,2,3,3,2,4,6,6,6,6,2,6,2,6,6,6,5,5,3,5,6,5,5,5,3,2,2,2,4,6,5,6,5,5,5,3,3,3,1,1998,1,80,10,1,7,10,3,3,2,1,2,2,2
80,40,2,1,1,3,2,3,2,2,2,2,5,5,4,5,5,5,3,5,4,5,4,4,3,3,3,2,3,5,4,3,4,4,3,4,2,4,4,3,3,3,3,3,1,1998,2,40,40,4,13,3,2,3,2,2,2,2,1
83,94,2,1,4,1,3,3,5,3,1,4,4,3,3,3,6,2,6,2,5,7,6,6,3,3,4,3,5,4,3,2,2,2,3,5,3,3,3,3,2,2,3,2,1,1998,1,66,16,2,10,25,3,2,2,1,2,2,2
87,16,2,2,4,1,2,2,2,2,1,1,3,2,3,3,3,6,3,6,5,5,5,4,5,2,6,1,3,2,1,2,3,2,2,3,2,5,3,3,2,3,3,2,2,1998,2,94,3.5,4,10,12,1,1,2,1,1,2,2
75,78,1,1,3,2,3,2,3,1,1,2,6,5,5,5,3,5,6,5,5,5,2,5,2,6,6,2,6,2,3,2,2,2,2,2,1,3,2,3,6,3,3,6,2,1996,2,77,0,5,10,20,2,2,2,2,2,1,1
0,0,1,1,2,2,2,4,4,7,7,7,2,2,4,3,2,6,2,7,2,2,3,2,2,3,7,2,2,7,3,5,3,2,2,3,2,5,1,6,6,3,3,4,2,1998,2,59,36,6,0,4,1,1,2,1,1,1,2
15,25,1,2,2,1,2,2,2,1,2,6,1,1,1,1,3,2,3,5,5,3,2,5,2,3,7,3,2,2,3,1,2,2,3,2,3,3,2,6,5,2,2,6,1,1997,2,100,0,20,10,20,2,1,2,2,2,1,1
40,40,2,1,2,3,6,6,6,3,3,2,3,3,3,3,3,5,3,5,5,5,5,5,3,4,5,3,3,2,3,3,2,3,4,4,2,4,4,3,3,2,2,5,1,1995,1,75,0,0,4,40,4,2,2,1,2,2,2
100,1,2,2,3,3,2,2,1,1,1,1,3,4,6,5,1,7,1,7,5,6,6,6,2,2,3,1,4,4,1,1,1,2,1,2,2,2,4,6,6,4,6,6,2,1999,2,71,10,0,40,45,2,1,2,2,2,1,1
15,1,1,1,1,2,2,2,2,2,2,6,3,6,6,2,3,6,5,5,3,3,6,4,5,6,7,2,5,1,3,3,2,3,2,3,2,2,2,5,3,3,3,6,1,1997,2,75,0,0,8,8,2,2,2,1,1,1,1
65,45,2,2,2,1,5,3,3,2,1,2,3,3,2,3,4,3,6,3,5,5,4,6,3,2,5,3,6,2,1,2,1,2,2,2,2,3,2,3,2,3,2,3,2,1997,2,75,12,0,12,10,2,2,2,1,2,2,1
40,10,1,2,1,1,3,4,3,5,5,4,2,4,3,3,3,5,6,4,3,3,3,3,2,4,6,4,6,2,2,3,2,2,3,2,2,3,3,2,1,2,2,3,2,1997,1,85,8,2,16,24,1,1,2,1,2,2,1
81,10,1,2,3,2,3,3,2,2,1,2,1,3,2,3,2,5,4,5,6,5,2,5,3,5,7,2,4,3,6,2,2,2,3,3,2,3,2,3,1,1,1,4,1,1998,2,85,12,0,10,20,3,3,2,1,2,2,2
70,10,2,1,3,2,3,3,3,2,2,2,2,2,2,2,2,6,2,6,6,6,4,6,2,2,6,5,5,2,2,2,2,2,2,2,2,4,2,3,2,2,2,6,2,1998,2,60,15,0,14,20,2,3,2,1,2,1,1
40,85,1,1,4,3,6,6,4,3,2,1,2,2,2,2,3,5,3,6,6,4,2,3,5,2,3,2,4,4,2,3,3,2,3,3,3,6,4,2,3,2,2,5,2,1997,2,70,0,4,6,42,2,1,2,1,1,1,1
